UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
9804,L56983,L,298.4,309.2,1692,39.8,135,0,0,0,0,0,0
8580,M23439,M,292.4,301.1,1620,41.2,141,0,0,0,0,0,0
6335,M21194,M,300.4,309.8,1725,55.4,197,0,0,0,0,0,0
2034,H31447,H,298.8,308.5,1359,72.6,87,0,0,0,0,0,0
8007,L55186,L,300.9,312.1,1462,56.0,164,0,0,0,0,0,0
2741,L49920,L,299.6,309.0,1525,52.8,158,0,0,0,0,0,0
1056,L48235,L,296.8,307.8,1480,59.4,118,0,0,0,0,0,0
9264,L56443,L,298.3,309.1,1593,50.1,16,0,0,0,0,0,0
506,L47685,L,297.6,309.3,1610,45.0,4,0,0,0,0,0,0
5075,L52254,L,304.1,313.1,1666,54.6,29,0,0,0,0,0,0
4786,H34199,H,303.9,312.7,1401,60.0,127,0,0,0,0,0,0
536,H29949,H,297.4,309.3,1365,62.4,74,0,0,0,0,0,0
4504,M19363,M,302.5,310.2,1751,40.5,88,0,0,0,0,0,0
4269,L51448,L,297.7,304.0,1694,39.8,148,0,0,0,0,0,0
5595,L52774,L,302.6,311.9,1598,55.5,65,0,0,0,0,0,0
4730,L51909,L,303.4,311.8,1306,71.0,213,1,0,1,0,1,0
2756,L49935,L,299.7,309.2,1478,48.8,197,0,0,0,0,0,0
7493,M22352,M,300.3,311.7,1319,61.4,168,0,0,0,0,0,0
9268,L56447,L,298.2,308.8,1362,67.3,26,0,0,0,0,0,0
3761,L50940,L,297.3,303.9,1377,56.8,164,1,0,1,0,0,0
9007,L56186,L,297.3,307.9,1417,51.8,184,0,0,0,0,0,0
9665,L56844,L,299.1,310.2,1317,64.8,229,1,0,0,0,1,0
1855,M16714,M,297.6,307.2,1470,52.6,42,0,0,0,0,0,0
2348,L49527,L,299.2,308.3,1410,68.0,28,0,0,0,0,0,0
9682,M24541,M,299.1,310.1,1412,54.4,22,0,0,0,0,0,0
4390,M19249,M,302.1,310.0,1355,55.1,4,1,0,1,0,0,0
8899,L56078,L,297.4,308.6,1532,48.7,134,0,0,0,0,0,0
6011,H35424,H,300.7,310.7,1428,53.4,24,0,0,0,0,0,0
8881,L56060,L,298.0,309.2,1458,49.8,85,0,0,0,0,0,0
682,M15541,M,297.7,309.0,1656,43.2,18,0,0,0,0,0,0
7232,L54411,L,299.8,309.9,1553,46.6,155,0,0,0,0,0,0
8952,L56131,L,297.3,308.1,1763,38.4,52,0,0,0,0,0,0
3581,L50760,L,301.8,310.6,1650,41.9,124,0,0,0,0,0,0
7389,M22248,M,294.8,303.6,1694,41.3,119,0,0,0,0,0,0
1678,M16537,M,297.9,307.5,1647,40.8,210,0,0,0,0,0,0
2431,M17290,M,298.9,308.2,1335,72.8,42,0,0,0,0,0,0
4878,M19737,M,303.7,312.4,1546,43.7,147,0,0,0,0,0,0
529,M15388,M,297.5,309.5,1553,52.4,58,0,0,0,0,0,0
5581,M20440,M,297.6,305.2,1458,48.8,32,0,0,0,0,0,0
4306,L51485,L,301.6,310.1,1687,36.6,14,0,0,0,0,0,0
5712,L52891,L,302.2,311.6,1545,45.9,150,0,0,0,0,0,0
1426,L48605,L,298.6,309.7,1356,64.0,4,0,0,0,0,0,0
7194,L54373,L,300.1,310.1,1306,74.7,55,0,0,0,0,0,0
1986,L49165,L,293.1,300.7,1537,50.8,167,0,0,0,0,0,0
3883,L51062,L,302.5,311.6,1419,53.7,37,0,0,0,0,0,0
3439,L50618,L,301.4,310.4,1471,47.5,191,0,0,0,0,0,0
5745,H35158,H,302.2,311.5,1482,52.6,14,0,0,0,0,0,0
7016,L54195,L,300.5,310.5,1452,52.9,27,0,0,0,0,0,0
2720,L49899,L,299.5,309.2,1690,39.2,106,0,0,0,0,0,0
2282,L49461,L,299.3,308.7,1536,48.9,92,0,0,0,0,0,0
3386,L50565,L,301.5,310.7,1466,53.6,54,0,0,0,0,0,0
3391,H32804,H,301.5,310.7,1599,50.4,70,0,0,0,0,0,0
973,L48152,L,295.8,306.6,1644,45.2,113,0,0,0,0,0,0
9341,H38754,H,298.4,308.9,1577,47.1,-2,0,0,0,0,0,0
5748,L52927,L,302.1,311.5,1533,49.4,24,0,0,0,0,0,0
8721,L55900,L,297.3,308.8,1554,46.1,68,0,0,0,0,0,0
4606,H34019,H,302.9,311.0,1469,58.7,128,0,0,0,0,0,0
8828,L56007,L,297.2,308.7,1463,59.9,144,0,0,0,0,0,0
2759,M17618,M,299.7,309.2,1412,55.3,203,0,0,0,0,0,0
5303,L52482,L,303.9,313.1,1491,47.2,193,0,0,0,0,0,0
4795,L51974,L,303.6,312.6,1699,37.9,158,0,0,0,0,0,0
4741,L51920,L,303.3,311.5,1601,45.2,8,0,0,0,0,0,0
9613,M24472,M,299.0,310.2,1625,41.8,87,0,0,0,0,0,0
4381,L51560,L,301.9,309.6,1410,59.0,221,0,0,0,0,0,0
8429,M23288,M,299.0,310.3,1827,38.0,176,0,0,0,0,0,0
1561,M16420,M,298.2,308.4,1510,49.9,132,0,0,0,0,0,0
2222,L49401,L,299.6,309.0,1372,70.4,147,0,0,0,0,0,0
6744,L53923,L,301.7,311.2,1418,48.0,164,0,0,0,0,0,0
972,L48151,L,295.9,306.6,1557,51.1,111,0,0,0,0,0,0
3709,L50888,L,302.1,311.4,1549,64.6,27,0,0,0,0,0,0
2079,M16938,M,299.4,309.3,1692,38.4,199,0,0,0,0,0,0
2175,L49354,L,299.6,309.2,1572,43.4,18,0,0,0,0,0,0
4091,L51270,L,302.0,310.5,2197,25.8,131,0,0,0,0,0,0
2397,M17256,M,299.1,308.5,1592,44.2,151,0,0,0,0,0,0
1044,L48223,L,291.5,300.6,1431,55.2,88,0,0,0,0,0,0
9601,M24460,M,298.9,310.0,1561,55.3,56,0,0,0,0,0,0
6435,M21294,M,300.3,309.9,1494,48.5,31,0,0,0,0,0,0
9688,M24547,M,299.1,310.1,1649,41.6,39,0,0,0,0,0,0
2330,L49509,L,299.3,308.7,1484,50.5,211,0,0,0,0,0,0
9461,M24320,M,298.4,309.2,1399,55.2,123,0,0,0,0,0,0
4403,H33816,H,302.3,310.2,1506,43.8,41,0,0,0,0,0,0
6787,L53966,L,301.2,310.6,1409,60.9,64,0,0,0,0,0,0
6147,M21006,M,301.1,311.1,1470,50.6,157,0,0,0,0,0,0
2259,L49438,L,294.1,301.2,1319,70.3,34,0,0,0,0,0,0
1238,M16097,M,297.1,308.4,1502,47.3,179,0,0,0,0,0,0
1526,L48705,L,298.2,309.0,2449,23.8,43,0,0,0,0,0,0
6601,M21460,M,301.5,310.6,1424,57.0,24,0,0,0,0,0,0
8448,L55627,L,298.6,310.1,1439,59.9,15,0,0,0,0,0,0
6559,M21418,M,301.5,310.6,1447,61.9,136,0,0,0,0,0,0
2907,L50086,L,300.6,309.3,1409,58.7,111,0,0,0,0,0,0
695,L47874,L,297.6,309.1,1394,70.0,58,0,0,0,0,0,0
7997,M22856,M,301.0,312.2,1499,51.5,138,0,0,0,0,0,0
5363,L52542,L,303.2,312.6,1281,67.0,142,0,0,0,0,0,0
9535,L56714,L,299.3,310.6,1443,55.7,95,0,0,0,0,0,0
41,L47220,L,298.8,309.1,1362,55.4,111,0,0,0,0,0,0
1527,L48706,L,298.1,309.0,1787,37.6,45,0,0,0,0,0,0
7512,L54691,L,300.4,311.8,1601,46.1,-2,0,0,0,0,0,0
763,M15622,M,291.7,300.8,1286,70.5,-2,0,0,0,0,0,0
1038,H30451,H,296.4,307.5,1596,45.1,73,0,0,0,0,0,0
8757,L55936,L,297.5,308.7,1761,36.2,162,0,0,0,0,0,0
6517,H35930,H,301.1,310.0,1470,50.1,21,0,0,0,0,0,0
3569,L50748,L,301.8,310.6,1372,64.7,93,0,0,0,0,0,0
7040,H36453,H,300.6,310.5,1519,47.0,89,0,0,0,0,0,0
411,M15270,M,297.5,308.6,1472,69.9,200,0,0,0,0,0,0
8106,L55285,L,300.4,311.9,1476,58.7,187,0,0,0,0,0,0
4400,L51579,L,302.3,310.1,1653,39.7,32,0,0,0,0,0,0
5290,M20149,M,303.9,313.3,1507,44.3,159,0,0,0,0,0,0
4647,L51826,L,303.3,311.4,1497,56.0,232,1,1,0,0,0,0
5534,L52713,L,302.4,311.7,1721,36.9,110,0,0,0,0,0,0
8968,L56147,L,297.1,307.8,1536,50.4,90,0,0,0,0,0,0
3650,L50829,L,297.2,304.5,1481,50.4,91,0,0,0,0,0,0
2140,L49319,L,299.3,309.0,1415,57.6,154,0,0,0,0,0,0
9276,L56455,L,298.2,308.7,1605,39.4,45,0,0,0,0,0,0
7952,M22811,M,300.9,311.8,1843,34.5,23,0,0,0,0,0,0
5632,L52811,L,302.8,312.2,1515,46.8,160,0,0,0,0,0,0
794,M15653,M,296.8,307.9,1683,41.8,74,0,0,0,0,0,0
753,L47932,L,296.9,308.1,1422,58.7,213,0,0,0,0,0,0
1632,L48811,L,298.0,308.0,1433,49.2,85,0,0,0,0,0,0
6003,L53182,L,295.5,303.3,1683,41.5,6,0,0,0,0,0,0
1055,H30468,H,296.8,307.8,1627,55.5,119,0,0,0,0,0,0
2036,M16895,M,298.9,308.6,1469,44.2,91,0,0,0,0,0,0
8259,L55438,L,294.1,303.6,1602,49.7,142,0,0,0,0,0,0
7231,L54410,L,299.8,309.8,1542,49.4,153,0,0,0,0,0,0
7480,M22339,M,300.1,311.3,1523,44.1,133,0,0,0,0,0,0
12,H29425,H,298.6,309.1,1423,54.3,27,0,0,0,0,0,0
7010,L54189,L,300.5,310.5,1536,46.2,10,0,0,0,0,0,0
3315,L50494,L,301.4,310.5,1489,53.5,96,0,0,0,0,0,0
5737,M20596,M,302.4,311.9,1439,61.6,214,0,0,0,0,0,0
4946,L52125,L,303.6,312.7,1418,54.1,116,0,0,0,0,0,0
2605,M17464,M,299.3,309.1,1385,55.6,32,0,0,0,0,0,0
4490,L51669,L,302.5,310.4,1487,50.2,46,0,0,0,0,0,0
1530,L48709,L,298.1,309.0,1557,46.0,54,0,0,0,0,0,0
5906,H35319,H,300.8,310.5,1582,41.1,191,0,0,0,0,0,0
8506,L55685,L,293.4,302.7,1530,48.6,159,0,0,0,0,0,0
1351,L48530,L,298.7,310.2,1436,57.5,30,0,0,0,0,0,0
6093,L53272,L,300.9,310.7,1658,38.5,16,0,0,0,0,0,0
2712,L49891,L,299.6,309.1,1407,60.6,83,0,0,0,0,0,0
849,L48028,L,296.3,307.4,1465,57.1,213,0,0,0,0,0,0
6494,L53673,L,300.7,309.8,1363,63.1,181,0,0,0,0,0,0
5006,M19865,M,303.7,312.9,1444,62.7,44,0,0,0,0,0,0
4010,L51189,L,302.2,311.2,1630,56.0,165,0,0,0,0,0,0
4255,L51434,L,302.6,311.0,1284,93.0,116,1,0,1,1,0,0
8078,L55257,L,295.3,304.8,1547,49.7,119,0,0,0,0,0,0
1560,L48739,L,298.2,308.3,1458,51.8,130,0,0,0,0,0,0
18,M14877,M,298.7,309.2,1410,55.6,45,0,0,0,0,0,0
3497,L50676,L,301.9,310.9,1309,58.0,122,0,0,0,0,0,0
7813,L54992,L,300.0,311.5,1666,42.0,126,0,0,0,0,0,0
1277,M16136,M,298.2,309.4,1693,44.4,71,0,0,0,0,0,0
9565,L56744,L,299.8,311.1,1820,34.9,172,0,0,0,0,0,0
1348,L48527,L,293.7,303.2,1717,37.3,24,0,0,0,0,0,0
8511,L55690,L,298.3,309.7,1484,54.3,171,0,0,0,0,0,0
7292,L54471,L,300.2,310.5,1416,56.7,88,0,0,0,0,0,0
9911,L57090,L,298.6,309.0,1469,66.0,0,0,0,0,0,0,0
4609,M19468,M,298.0,304.2,1519,48.0,137,0,0,0,0,0,0
5630,L52809,L,302.7,312.2,1405,61.4,155,0,0,0,0,0,0
1976,L49155,L,298.0,307.7,1422,55.6,138,0,0,0,0,0,0
6920,L54099,L,301.0,311.5,1444,49.8,195,0,0,0,0,0,0
9842,M24701,M,293.3,302.2,1359,61.4,19,0,0,0,0,0,0
7827,L55006,L,299.8,311.1,1300,74.2,163,0,0,0,0,0,0
4683,L51862,L,303.6,311.8,1567,51.7,93,0,0,0,0,0,0
3752,L50931,L,302.4,311.1,1520,52.2,141,0,0,0,0,0,0
6277,L53456,L,301.2,310.8,1233,74.6,43,0,0,0,0,0,0
1464,L48643,L,298.8,310.1,1607,49.5,103,0,0,0,0,0,0
1679,L48858,L,298.0,307.5,1644,42.8,213,0,0,0,0,0,0
1691,M16550,M,297.9,307.4,1435,52.9,16,0,0,0,0,0,0
5134,L52313,L,304.1,313.2,1824,35.8,184,0,0,0,0,0,0
3620,L50799,L,296.9,304.2,1435,54.2,14,0,0,0,0,0,0
4671,L51850,L,303.2,311.4,1610,60.5,65,0,0,0,0,0,0
2247,L49426,L,299.3,308.4,1406,57.4,1,0,0,0,0,0,0
6271,L53450,L,300.9,310.4,2021,28.8,28,0,0,0,0,0,0
2182,H31595,H,299.5,309.1,1548,54.3,38,0,0,0,0,0,0
6490,M21349,M,300.7,309.8,1490,58.8,169,0,0,0,0,0,0
1121,H30534,H,296.6,307.7,1654,41.0,89,0,0,0,0,0,0
5441,H34854,H,298.0,305.5,1698,40.0,87,0,0,0,0,0,0
9229,M24088,M,298.1,309.1,1572,47.5,124,0,0,0,0,0,0
139,H29552,H,298.8,308.6,1449,59.4,148,0,0,0,0,0,0
2689,L49868,L,299.9,309.4,1322,63.9,31,0,0,0,0,0,0
7211,M22070,M,299.8,309.6,1331,60.2,96,0,0,0,0,0,0
5125,M19984,M,304.2,313.5,1557,57.3,160,0,0,0,0,0,0
3491,M18350,M,301.9,310.9,1763,38.4,101,0,0,0,0,0,0
2481,L49660,L,299.0,308.6,1734,42.4,159,0,0,0,0,0,0
3460,L50639,L,301.5,310.4,1270,74.2,22,0,0,0,0,0,0
7249,L54428,L,300.0,310.1,1762,38.0,200,0,0,0,0,0,0
8620,H38033,H,297.6,308.6,1480,64.8,21,0,0,0,0,0,0
1421,M16280,M,298.8,309.9,1495,45.2,212,0,0,0,0,0,0
8093,M22952,M,295.2,304.6,1513,50.8,155,0,0,0,0,0,0
9693,M24552,M,299.0,310.0,1667,55.0,55,0,0,0,0,0,0
2018,L49197,L,298.7,308.5,1483,52.5,44,0,0,0,0,0,0
8477,L55656,L,298.5,309.6,1585,52.2,85,0,0,0,0,0,0
3426,M18285,M,301.5,310.5,1623,58.5,159,0,0,0,0,0,0
7036,L54215,L,300.6,310.6,1497,48.2,81,0,0,0,0,0,0
9961,L57140,L,298.2,307.8,1575,45.0,135,0,0,0,0,0,0
5681,M20540,M,302.2,311.6,1386,70.5,65,0,0,0,0,0,0
6070,L53249,L,295.9,303.9,1601,44.0,179,0,0,0,0,0,0
4538,L51717,L,302.3,310.2,1548,45.3,168,0,0,0,0,0,0
1381,L48560,L,298.7,310.1,1786,37.7,112,0,0,0,0,0,0
8775,M23634,M,297.6,308.7,1408,71.5,0,0,0,0,0,0,0
2387,L49566,L,299.1,308.4,1543,57.9,126,0,0,0,0,0,0
8396,M23255,M,293.5,302.5,1483,54.8,90,0,0,0,0,0,0
440,M15299,M,297.4,308.3,1535,44.6,49,0,0,0,0,0,0
4943,L52122,L,303.5,312.6,1602,44.2,106,0,0,0,0,0,0
3367,M18226,M,301.4,310.7,1692,42.3,3,0,0,0,0,0,0
4880,H34293,H,298.7,305.5,1520,45.6,152,0,0,0,0,0,0
7721,H37134,H,300.5,311.6,1476,61.7,93,0,0,0,0,0,0
3321,L50500,L,296.5,303.5,2289,26.4,110,0,0,0,0,0,0
6419,H35832,H,300.3,309.9,1405,62.1,203,0,0,0,0,0,0
4843,M19702,M,303.3,311.8,1489,59.4,62,0,0,0,0,0,0
895,L48074,L,295.6,306.2,1426,58.6,122,0,0,0,0,0,0
9125,L56304,L,297.4,308.4,1426,75.4,72,0,0,0,0,0,0
6826,L54005,L,301.0,310.9,1828,50.1,168,0,0,0,0,0,0
6323,M21182,M,300.7,310.1,1483,50.2,160,0,0,0,0,0,0
1848,L49027,L,297.8,307.3,1412,60.7,22,0,0,0,0,0,0
3950,L51129,L,302.3,311.5,1384,60.8,11,0,0,0,0,0,0
8186,L55365,L,299.7,311.1,1554,51.0,190,0,0,0,0,0,0
4226,L51405,L,302.1,310.7,1359,69.3,37,1,0,1,0,0,0
8656,L55835,L,297.3,308.3,1268,70.6,117,0,0,0,0,0,0
198,M15057,M,298.4,308.6,1527,50.9,94,0,0,0,0,0,0
9854,L57033,L,298.6,309.4,1525,47.8,52,0,0,0,0,0,0
5186,L52365,L,304.0,313.0,2012,31.1,113,0,0,0,0,0,0
2163,L49342,L,299.5,309.1,1336,52.1,215,0,0,0,0,0,0
6338,M21197,M,300.4,309.8,1435,53.6,201,0,0,0,0,0,0
9313,H38726,H,298.5,309.4,1573,43.6,141,0,0,0,0,0,0
6896,M21755,M,301.0,311.6,1357,55.6,135,0,0,0,0,0,0
5987,L53166,L,300.6,310.7,1440,62.5,198,0,0,0,0,0,0
9605,H39018,H,299.0,310.2,1637,48.0,66,0,0,0,0,0,0
2831,M17690,M,300.4,309.3,1411,51.6,158,0,0,0,0,0,0
7718,L54897,L,300.5,311.6,1365,63.0,83,0,0,0,0,0,0
8152,L55331,L,299.5,310.7,1472,65.9,106,0,0,0,0,0,0
274,L47453,L,298.1,308.0,1426,56.0,59,0,0,0,0,0,0
5006,M19865,M,303.7,312.9,1444,77.7,48,0,0,0,0,0,0
226,L47405,L,298.3,308.5,1362,63.8,162,0,0,0,0,0,0
6795,L53974,L,296.3,303.8,1428,65.2,86,0,0,0,0,0,0
3535,M18394,M,302.0,311.1,1769,36.0,8,0,0,0,0,0,0
653,L47832,L,297.7,309.2,1391,54.5,157,0,0,0,0,0,0
4713,L51892,L,303.4,311.8,1564,60.9,173,0,0,0,0,0,0
6521,M21380,M,301.2,310.1,1666,44.9,35,0,0,0,0,0,0
9789,M24648,M,298.5,309.5,1535,49.8,85,0,0,0,0,0,0
4694,M19553,M,303.4,311.5,1817,34.7,123,0,0,0,0,0,0
8210,L55389,L,299.3,310.8,1391,56.9,19,0,0,0,0,0,0
3675,L50854,L,302.2,311.5,1346,77.4,159,0,0,0,0,0,0
8065,L55244,L,300.5,311.8,1596,54.8,83,0,0,0,0,0,0
7345,L54524,L,299.6,310.1,1384,74.8,13,0,0,0,0,0,0
5284,L52463,L,298.8,306.2,1525,51.9,143,0,0,0,0,0,0
4956,M19815,M,298.8,305.5,1366,55.1,141,0,0,0,0,0,0
9622,M24481,M,299.0,310.0,2049,29.5,109,0,0,0,0,0,0
2502,M17361,M,299.1,308.9,1476,52.7,223,0,0,0,0,0,0
4547,M19406,M,302.5,310.4,1429,53.2,189,0,0,0,0,0,0
1370,M16229,M,298.7,310.3,1481,51.5,81,0,0,0,0,0,0
5078,L52257,L,304.3,313.3,1775,34.9,37,0,0,0,0,0,0
704,H30117,H,297.7,308.9,1479,60.9,83,0,0,0,0,0,0
8378,L55557,L,298.8,309.7,1336,60.3,42,0,0,0,0,0,0
3330,L50509,L,301.6,310.7,1683,39.7,129,0,0,0,0,0,0
2546,M17405,M,299.2,309.0,1541,46.3,102,0,0,0,0,0,0
8789,L55968,L,297.4,308.5,1369,63.2,41,0,0,0,0,0,0
5354,L52533,L,303.4,312.7,1589,44.0,114,0,0,0,0,0,0
6402,M21261,M,300.0,309.6,1573,49.7,160,0,0,0,0,0,0
1084,L48263,L,297.0,307.8,1683,42.3,195,0,0,0,0,0,0
5082,M19941,M,304.1,313.3,1494,49.0,47,0,0,0,0,0,0
9539,L56718,L,299.3,310.6,1480,70.1,109,0,0,0,0,0,0
3910,H33323,H,302.3,311.3,1744,40.3,114,0,0,0,0,0,0
949,M15808,M,295.6,306.3,1426,55.5,51,0,0,0,0,0,0
4006,M18865,M,302.0,311.1,1406,58.8,157,0,0,0,0,0,0
9610,L56789,L,299.0,310.1,1470,65.3,85,0,0,0,0,0,0
7119,L54298,L,300.9,310.5,1565,45.9,79,0,0,0,0,0,0
1901,H31314,H,297.9,307.6,1493,46.0,159,0,0,0,0,0,0
9753,L56932,L,298.6,309.8,1561,52.6,197,0,0,0,0,0,0
902,H30315,H,295.6,306.1,1256,72.3,140,0,0,0,0,0,0
1220,M16079,M,291.9,301.1,1357,51.8,125,0,0,0,0,0,0
5699,L52878,L,297.5,304.9,1265,69.8,117,0,0,0,0,0,0
1957,M16816,M,297.9,307.7,1364,56.8,87,0,0,0,0,0,0
6555,M21414,M,301.4,310.7,1639,49.8,123,0,0,0,0,0,0
2188,M17047,M,294.8,302.4,1439,57.4,55,0,0,0,0,0,0
186,L47365,L,298.2,308.2,1446,48.2,59,0,0,0,0,0,0
2685,L49864,L,299.8,309.4,1460,47.4,23,0,0,0,0,0,0
8134,L55313,L,299.8,311.1,1466,56.1,56,0,0,0,0,0,0
5681,M20540,M,302.2,311.6,1386,60.5,67,0,0,0,0,0,0
8569,L55748,L,297.9,308.6,1691,39.6,114,0,0,0,0,0,0
8475,M23334,M,298.5,309.7,1523,54.6,81,0,0,0,0,0,0
4248,L51427,L,302.6,311.0,1369,70.0,91,1,0,1,0,0,0
2736,L49915,L,299.7,309.2,1412,55.4,145,0,0,0,0,0,0
9501,L56680,L,299.2,310.2,1697,40.6,10,0,0,0,0,0,0
2080,M16939,M,299.3,309.3,1523,47.9,202,0,0,0,0,0,0
4404,L51583,L,302.3,310.1,1388,59.9,46,0,0,0,0,0,0
1935,L49114,L,298.1,307.9,1698,43.3,38,0,0,0,0,0,0
481,L47660,L,297.4,309.0,1583,42.0,164,0,0,0,0,0,0
5489,L52668,L,302.7,312.2,1450,62.1,211,1,0,0,0,1,0
7035,H36448,H,300.6,310.6,1830,36.2,76,0,0,0,0,0,0
4457,L51636,L,302.3,310.1,1487,56.0,182,0,0,0,0,0,0
8583,M23442,M,297.5,308.1,1334,82.0,149,1,0,0,1,0,0
1047,L48226,L,296.4,307.5,1331,57.8,97,0,0,0,0,0,0
4309,H33722,H,301.4,309.9,1460,57.2,20,0,0,0,0,0,0
1263,H30676,H,297.8,309.2,1648,43.0,27,0,0,0,0,0,0
8129,L55308,L,300.1,311.4,1629,41.3,39,0,0,0,0,0,0
7458,L54637,L,300.1,311.6,1530,46.6,72,0,0,0,0,0,0
8369,L55548,L,298.9,309.8,1534,52.1,21,0,0,0,0,0,0
5901,M20760,M,300.9,310.7,1485,51.0,179,0,0,0,0,0,0
909,M15768,M,295.5,306.1,1822,34.3,162,0,0,0,0,0,0
9423,L56602,L,298.1,308.5,1665,39.6,18,0,0,0,0,0,0
9288,L56467,L,298.2,308.9,1709,38.1,79,0,0,0,0,0,0
2735,H32148,H,299.7,309.2,1572,42.8,140,0,0,0,0,0,0
6025,L53204,L,300.7,310.9,1356,75.3,64,1,0,0,1,0,0
2578,L49757,L,299.5,309.4,1563,51.5,181,0,0,0,0,0,0
4180,L51359,L,302.4,310.9,1349,56.1,146,1,0,1,0,0,0
1686,L48865,L,297.9,307.3,1824,36.3,3,0,0,0,0,0,0
2052,M16911,M,299.4,309.2,1470,64.4,131,0,0,0,0,0,0
3743,L50922,L,302.4,311.4,1564,45.0,120,0,0,0,0,0,0
8337,L55516,L,298.9,309.7,1449,58.8,145,0,0,0,0,0,0
7029,M21888,M,295.6,303.6,1403,60.4,62,0,0,0,0,0,0
722,L47901,L,297.5,308.9,1696,40.9,131,0,0,0,0,0,0
202,L47381,L,298.3,308.5,1575,51.2,103,0,0,0,0,0,0
4007,L51186,L,302.1,311.2,1492,55.0,160,0,0,0,0,0,0
8748,L55927,L,292.3,301.5,1504,52.0,140,0,0,0,0,0,0
7730,H37143,H,300.7,311.9,1329,69.2,119,0,0,0,0,0,0
5964,H35377,H,300.4,310.7,1656,46.3,125,0,0,0,0,0,0
5324,M20183,M,298.4,305.7,1399,58.4,32,0,0,0,0,0,0
2459,L49638,L,299.0,308.6,1434,55.9,106,0,0,0,0,0,0
2933,L50112,L,300.9,309.7,1460,52.1,179,0,0,0,0,0,0
580,M15439,M,297.8,309.7,1700,41.3,198,0,0,0,0,0,0
9059,M23918,M,297.2,308.3,1326,67.2,98,0,0,0,0,0,0
6871,H36284,H,301.0,311.3,1597,49.2,64,0,0,0,0,0,0
9316,L56495,L,293.5,302.5,1569,51.0,151,0,0,0,0,0,0
7665,H37078,H,300.5,311.7,1454,70.3,171,0,0,0,0,0,0
7685,M22544,M,300.7,311.8,1407,67.4,226,0,0,0,0,0,0
6820,L53999,L,300.9,310.7,1359,56.0,149,0,0,0,0,0,0
5242,L52421,L,303.7,313.1,1683,38.4,44,0,0,0,0,0,0
4445,L51624,L,302.4,310.2,2224,26.0,152,0,0,0,0,0,0
4836,M19695,M,303.4,311.9,1419,75.9,41,0,0,0,0,0,0
2222,L49401,L,294.6,302.0,1372,70.4,147,0,0,0,0,0,0
9400,L56579,L,292.8,301.3,1477,54.8,168,0,0,0,0,0,0
8226,L55405,L,299.1,310.5,1532,46.6,60,0,0,0,0,0,0
863,H30276,H,296.1,306.8,1645,41.0,39,0,0,0,0,0,0
9962,L57141,L,298.2,307.9,1399,64.9,137,0,0,0,0,0,0
3657,M18516,M,302.1,311.5,1383,63.6,106,0,0,0,0,0,0
8451,L55630,L,298.4,310.0,1559,54.2,21,0,0,0,0,0,0
9520,L56699,L,299.0,310.1,1531,46.0,55,0,0,0,0,0,0
6569,L53748,L,301.3,310.6,1521,46.3,164,0,0,0,0,0,0
4228,L51407,L,302.2,310.8,1383,66.9,41,0,0,0,0,0,0
7621,L54800,L,300.5,311.5,1651,46.9,63,0,0,0,0,0,0
4626,L51805,L,303.0,311.2,1511,55.7,182,0,0,0,0,0,0
5091,M19950,M,303.9,313.2,1570,50.7,72,0,0,0,0,0,0
4939,M19798,M,303.5,312.4,1606,55.1,100,0,0,0,0,0,0
1416,L48595,L,298.7,309.9,1617,43.0,201,0,0,0,0,0,0
9062,M23921,M,297.2,308.4,1863,36.0,108,0,0,0,0,0,0
9765,L56944,L,293.5,302.5,1294,76.7,10,1,0,0,1,0,0
131,L47310,L,298.8,308.4,1473,51.1,126,0,0,0,0,0,0
9412,L56591,L,298.0,308.5,1404,71.6,203,0,0,0,0,0,0
3288,M18147,M,301.2,310.1,1558,42.6,32,0,0,0,0,0,0
4778,M19637,M,303.5,312.2,1818,33.6,107,0,0,0,0,0,0
9238,M24097,M,298.1,308.8,1811,35.4,145,0,0,0,0,0,0
4980,M19839,M,303.7,312.7,1612,46.3,198,0,0,0,0,0,0
6087,L53266,L,300.9,310.8,1482,62.0,7,0,0,0,0,0,0
7601,M22460,M,300.4,311.0,1595,45.4,13,0,0,0,0,0,0
6034,L53213,L,300.6,310.9,1471,47.9,84,0,0,0,0,0,0
8084,L55263,L,300.1,311.4,1438,52.2,137,0,0,0,0,0,0
3202,L50381,L,300.2,309.1,1479,57.0,20,0,0,0,0,0,0
360,M15219,M,297.6,308.3,1567,59.6,73,0,0,0,0,0,0
4017,L51196,L,302.1,310.9,1658,40.3,184,0,0,0,0,0,0
2467,L49646,L,299.0,308.6,1429,47.7,124,0,0,0,0,0,0
3264,L50443,L,301.3,310.0,1344,79.8,188,0,0,0,0,0,0
6719,L53898,L,301.4,310.6,2137,28.0,97,0,0,0,0,0,0
392,L47571,L,297.6,308.6,1491,48.1,150,0,0,0,0,0,0
6180,M21039,M,296.1,303.9,1396,55.1,10,0,0,0,0,0,0
8873,M23732,M,297.9,309.1,1614,48.1,60,0,0,0,0,0,0
5676,M20535,M,302.3,311.7,1453,52.5,54,0,0,0,0,0,0
9757,L56936,L,298.6,309.8,1597,45.9,211,0,0,0,0,0,0
9351,L56530,L,298.2,308.7,2186,27.8,29,0,0,0,0,0,0
24,L47203,L,299.0,309.4,1758,35.7,66,0,0,0,0,0,0
