UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
133,M14992,M,298.7,308.4,1441,58.2,136,0,0,0,0,0,0
6702,L53881,L,296.6,303.9,1623,49.1,60,0,0,0,0,0,0
7014,M21873,M,295.4,303.4,1544,51.3,25,0,0,0,0,0,0
804,H30217,H,296.9,307.8,1549,52.8,108,0,0,0,0,0,0
9936,L57115,L,298.4,308.3,1452,63.5,77,0,0,0,0,0,0
8139,L55318,L,299.5,310.8,1356,69.9,76,0,0,0,0,0,0
4690,M19549,M,303.4,311.5,1560,51.4,118,0,0,0,0,0,0
3811,M18670,M,302.2,310.8,1562,63.1,80,0,0,0,0,0,0
9947,L57126,L,298.3,307.9,1502,57.0,107,0,0,0,0,0,0
5773,L52952,L,301.6,311.3,1706,44.9,97,0,0,0,0,0,0
3589,M18448,M,301.7,310.6,1505,59.5,150,0,0,0,0,0,0
5627,H35040,H,302.7,312.1,1603,62.5,156,0,0,0,0,0,0
3116,L50295,L,299.9,309.2,1658,49.8,20,0,0,0,0,0,0
423,L47602,L,297.3,308.3,1333,85.2,19,0,0,0,0,0,0
4107,L51286,L,301.9,310.5,1425,66.1,177,0,0,0,0,0,0
5374,M20233,M,297.9,305.3,1809,40.0,184,0,0,0,0,0,0
9870,L57049,L,298.9,309.9,1590,61.3,106,0,0,0,0,0,0
8199,M23058,M,294.3,303.7,1374,63.9,226,0,0,0,0,0,0
2241,L49420,L,299.2,308.5,1457,59.7,199,0,0,0,0,0,0
2579,L49758,L,299.4,309.3,1391,76.6,193,0,0,0,0,0,0
1592,L48771,L,298.2,308.4,1355,64.4,213,0,0,0,0,0,0
6614,L53793,L,301.7,310.6,1513,66.1,66,0,0,0,0,0,0
1109,L48288,L,296.6,307.4,1504,75.8,66,0,0,0,0,0,0
646,L47825,L,297.7,309.4,1392,59.1,144,0,0,0,0,0,0
5062,L52241,L,304.0,312.9,1363,77.5,204,1,0,0,0,1,0
7223,M22082,M,299.8,309.7,1320,76.7,138,0,0,0,0,0,0
547,L47726,L,297.5,309.4,1809,39.3,114,0,0,0,0,0,0
9496,H38909,H,299.3,310.0,1373,59.8,225,0,0,0,0,0,0
3236,L50415,L,300.8,309.4,1946,45.5,113,0,0,0,0,0,0
2154,H31567,H,299.3,308.8,1397,60.4,195,0,0,0,0,0,0
1477,L48656,L,298.4,309.5,1692,43.3,140,0,0,0,0,0,0
4836,M19695,M,303.4,311.9,1419,65.9,43,0,0,0,0,0,0
5353,M20212,M,303.4,312.8,1590,51.3,117,0,0,0,0,0,0
8423,H37836,H,293.9,303.3,1243,78.0,167,0,0,0,0,0,0
2878,M17737,M,300.5,309.4,1655,47.1,41,0,0,0,0,0,0
3290,M18149,M,301.2,310.1,1295,71.6,43,0,0,0,0,0,0
2166,L49345,L,299.5,309.1,1476,62.8,227,0,0,0,0,0,0
7041,L54220,L,300.7,310.6,1720,55.3,98,0,0,0,0,0,0
5995,L53174,L,300.6,310.4,1608,54.2,225,0,0,0,0,0,0
8698,L55877,L,297.3,308.6,1505,48.5,18,0,0,0,0,0,0
8222,M23081,M,299.1,310.5,1428,58.0,57,0,0,0,0,0,0
4466,L51645,L,302.8,310.6,1404,58.2,207,0,0,0,0,0,0
2696,L49875,L,300.0,309.5,1869,37.7,53,0,0,0,0,0,0
4211,L51390,L,302.1,310.8,1565,50.3,10,0,0,0,0,0,0
7895,M22754,M,300.8,312.6,1588,50.6,118,0,0,0,0,0,0
1676,L48855,L,293.0,300.7,1407,58.9,209,0,0,0,0,0,0
5550,H34963,H,302.3,311.9,1374,67.4,158,0,0,0,0,0,0
1887,L49066,L,297.9,307.6,1503,55.7,128,0,0,0,0,0,0
7674,M22533,M,300.5,311.6,1476,54.1,203,0,0,0,0,0,0
1234,M16093,M,297.2,308.5,1364,70.6,167,0,0,0,0,0,0
2307,L49486,L,299.1,308.6,1260,72.8,156,0,0,0,0,0,0
3697,L50876,L,302.1,311.2,1454,61.8,4,0,0,0,0,0,0
8940,M23799,M,292.3,301.4,1434,59.8,25,0,0,0,0,0,0
8001,M22860,M,295.8,305.0,1443,68.3,155,0,0,0,0,0,0
6512,M21371,M,301.2,310.1,2280,30.7,15,0,0,0,0,0,0
9132,H38545,H,297.6,308.6,1463,61.7,89,0,0,0,0,0,0
5993,L53172,L,300.7,310.6,1288,62.2,220,0,0,0,0,0,0
1480,L48659,L,298.2,309.3,1355,58.8,146,0,0,0,0,0,0
6465,M21324,M,300.5,309.9,1735,42.0,111,0,0,0,0,0,0
229,M15088,M,298.3,308.5,1629,52.1,174,0,0,0,0,0,0
4333,M19192,M,301.7,309.9,1452,56.5,90,0,0,0,0,0,0
8792,M23651,M,297.4,308.5,1412,60.5,53,0,0,0,0,0,0
2025,M16884,M,298.7,308.6,1722,39.7,68,0,0,0,0,0,0
4020,M18879,M,297.0,303.9,1558,60.3,197,0,0,0,0,0,0
6039,L53218,L,300.7,311.0,1496,53.3,103,0,0,0,0,0,0
6437,L53616,L,300.4,310.0,1769,51.1,40,0,0,0,0,0,0
3362,L50541,L,296.5,303.6,1519,55.7,212,0,0,0,0,0,0
4296,L51475,L,301.8,310.2,1457,55.4,217,0,0,0,0,0,0
2686,L49865,L,299.8,309.4,1609,57.5,29,0,0,0,0,0,0
6243,L53422,L,301.0,310.4,1476,58.6,177,0,0,0,0,0,0
1389,H30802,H,298.9,310.1,1491,75.3,141,0,0,0,0,0,0
6087,L53266,L,300.9,310.8,1482,52.0,9,0,0,0,0,0,0
1776,L48955,L,298.5,308.0,1404,63.1,36,0,0,0,0,0,0
1576,L48755,L,293.2,301.3,2057,33.0,172,0,0,0,0,0,0
3831,L51010,L,302.3,310.9,1891,37.7,139,0,0,0,0,0,0
7725,M22584,M,300.5,311.6,1454,56.4,112,0,0,0,0,0,0
411,M15270,M,297.5,308.6,1472,59.9,202,0,0,0,0,0,0
7451,L54630,L,300.3,311.8,1451,71.0,63,0,0,0,0,0,0
9199,M24058,M,297.9,308.8,1538,52.6,58,0,0,0,0,0,0
5375,L52554,L,302.9,312.3,1515,55.8,187,0,0,0,0,0,0
9996,M24855,M,298.8,308.4,1604,44.5,18,0,0,0,0,0,0
3627,M18486,M,302.2,311.5,1360,68.0,40,0,0,0,0,0,0
9478,M24337,M,298.8,309.6,1693,63.3,178,0,0,0,0,0,0
1036,L48215,L,296.4,307.4,1403,63.4,74,0,0,0,0,0,0
7405,L54584,L,299.8,310.8,1553,62.2,169,0,0,0,0,0,0
7607,M22466,M,300.4,311.3,1350,71.5,35,0,0,0,0,0,0
9074,L56253,L,292.2,301.1,1689,46.2,149,0,0,0,0,0,0
4952,L52131,L,303.8,312.7,1596,51.6,138,0,0,0,0,0,0
7160,L54339,L,300.1,310.0,1511,71.7,194,0,0,0,0,0,0
6690,L53869,L,301.7,311.0,1546,58.0,27,0,0,0,0,0,0
1912,M16771,M,298.1,307.8,1316,72.2,195,0,0,0,0,0,0
2291,M17150,M,299.5,308.7,1321,66.9,118,0,0,0,0,0,0
743,L47922,L,296.8,308.2,1643,49.7,195,0,0,0,0,0,0
610,L47789,L,298.1,309.9,1629,47.5,49,0,0,0,0,0,0
4987,L52166,L,303.7,312.9,1502,55.5,4,0,0,0,0,0,0
8072,L55251,L,300.5,312.0,1646,44.5,110,0,0,0,0,0,0
1903,L49082,L,298.0,307.6,1694,44.1,173,0,0,0,0,0,0
1593,L48772,L,298.1,308.4,1592,53.2,215,0,0,0,0,0,0
55,L47234,L,293.7,302.0,1691,45.1,158,0,0,0,0,0,0
8808,M23667,M,297.4,308.6,1604,47.8,89,0,0,0,0,0,0
2223,L49402,L,299.7,309.0,1605,48.0,155,0,0,0,0,0,0
6368,L53547,L,300.0,309.6,1571,48.1,69,0,0,0,0,0,0
7433,L54612,L,300.1,311.4,1484,58.1,17,0,0,0,0,0,0
6079,L53258,L,300.8,310.7,1339,74.1,207,1,0,0,0,1,0
5910,H35323,H,300.7,310.2,1364,95.3,216,1,1,0,1,1,0
5593,L52772,L,297.5,304.9,1437,61.7,69,0,0,0,0,0,0
8851,L56030,L,297.6,309.0,1491,58.2,11,0,0,0,0,0,0
6867,M21726,M,301.0,311.3,1454,56.5,61,0,0,0,0,0,0
9623,L56802,L,298.9,310.0,1794,42.2,118,0,0,0,0,0,0
2532,M17391,M,298.8,308.5,1510,53.7,70,0,0,0,0,0,0
1807,H31220,H,298.0,307.6,1593,57.2,120,0,0,0,0,0,0
8095,H37508,H,300.2,311.6,1662,58.8,170,0,0,0,0,0,0
1623,H31036,H,297.7,307.6,1538,53.3,67,0,0,0,0,0,0
8018,L55197,L,301.0,312.0,1518,54.3,200,0,0,0,0,0,0
7674,M22533,M,300.5,311.6,1476,69.1,207,0,0,0,0,0,0
6687,L53866,L,301.7,311.0,1715,39.8,21,0,0,0,0,0,0
4584,M19443,M,302.9,311.2,1467,52.7,77,0,0,0,0,0,0
537,L47716,L,297.4,309.3,1759,39.8,85,0,0,0,0,0,0
6205,M21064,M,295.9,303.8,1519,49.9,77,0,0,0,0,0,0
6071,L53250,L,300.9,310.9,1615,47.0,187,0,0,0,0,0,0
3560,M18419,M,301.7,310.7,1659,44.9,77,0,0,0,0,0,0
7265,M22124,M,300.4,310.6,1448,59.9,25,0,0,0,0,0,0
7286,M22145,M,300.2,310.4,1202,76.7,78,0,0,0,0,0,0
3869,M18728,M,302.7,311.7,1759,44.9,9,0,0,0,0,0,0
5943,L53122,L,300.7,310.7,1450,58.4,84,0,0,0,0,0,0
1628,L48807,L,297.9,307.8,1499,52.5,82,0,0,0,0,0,0
1438,H30851,H,293.8,302.9,1439,60.2,44,1,0,0,0,0,0
6019,M20878,M,300.8,310.9,1557,46.6,56,0,0,0,0,0,0
8921,L56100,L,297.1,308.3,1496,60.8,194,0,0,0,0,0,0
6935,L54114,L,300.8,311.4,1536,70.9,30,0,0,0,0,0,0
5877,L53056,L,301.5,311.1,1426,67.1,125,0,0,0,0,0,0
993,L48172,L,296.1,307.1,1651,50.7,171,0,0,0,0,0,0
6524,M21383,M,301.1,310.2,1850,42.7,48,0,0,0,0,0,0
4521,L51700,L,302.4,310.4,1456,62.6,131,0,0,0,0,0,0
3110,L50289,L,299.9,309.2,1491,59.3,218,0,0,0,0,0,0
2002,L49181,L,298.4,308.2,1604,49.9,15,0,0,0,0,0,0
7451,L54630,L,300.3,311.8,1451,56.0,59,0,0,0,0,0,0
1502,M16361,M,298.0,308.7,1436,63.2,205,0,0,0,0,0,0
399,H29812,H,297.4,308.3,1502,73.6,177,0,0,0,0,0,0
7987,L55166,L,301.1,312.3,1587,59.5,117,0,0,0,0,0,0
2656,M17515,M,299.8,309.4,1751,57.0,181,0,0,0,0,0,0
3146,M18005,M,300.5,310.0,1415,73.5,106,0,0,0,0,0,0
9784,H39197,H,298.8,309.9,1466,59.6,70,0,0,0,0,0,0
350,L47529,L,297.6,308.3,1595,49.3,45,0,0,0,0,0,0
2229,H31642,H,299.4,308.6,1542,66.8,168,0,0,0,0,0,0
6741,L53920,L,301.8,311.2,1417,80.9,158,0,0,0,0,0,0
3991,H33404,H,302.2,311.2,1692,43.2,126,0,0,0,0,0,0
2064,L49243,L,299.7,309.6,1321,68.4,170,0,0,0,0,0,0
9251,H38664,H,298.3,309.0,1823,40.9,185,0,0,0,0,0,0
3363,L50542,L,301.4,310.6,1445,58.9,214,0,0,0,0,0,0
3216,M18075,M,300.5,309.4,2179,41.3,61,0,0,0,0,0,0
9081,L56260,L,297.2,308.0,1869,40.4,167,0,0,0,0,0,0
3395,L50574,L,301.5,310.6,1405,57.3,87,0,0,0,0,0,0
9608,L56787,L,298.9,310.1,1571,51.8,82,0,0,0,0,0,0
3539,L50718,L,302.0,311.1,1635,51.0,27,0,0,0,0,0,0
3818,M18677,M,302.1,310.6,1421,67.0,99,0,0,0,0,0,0
141,L47320,L,293.8,301.6,1511,51.1,161,0,0,0,0,0,0
1693,M16552,M,298.1,307.6,1764,52.7,25,0,0,0,0,0,0
9765,L56944,L,298.5,309.5,1294,81.7,16,1,0,0,1,0,0
47,M14906,M,298.7,309.0,1843,40.8,134,0,0,0,0,0,0
4543,M19402,M,302.5,310.4,1581,47.7,185,0,0,0,0,0,0
2371,L49550,L,299.2,308.4,1620,49.1,93,0,0,0,0,0,0
2130,H31543,H,299.4,309.0,1607,48.7,134,0,0,0,0,0,0
5705,L52884,L,297.5,304.8,1335,67.7,139,0,0,0,0,0,0
9770,L56949,L,293.6,302.6,1386,63.6,29,0,0,0,0,0,0
2859,L50038,L,300.5,309.3,1417,66.5,235,1,0,0,0,1,0
1802,M16661,M,298.0,307.5,1427,58.6,105,0,0,0,0,0,0
6665,L53844,L,301.3,310.4,1538,68.4,203,0,0,0,0,0,0
423,L47602,L,297.3,308.3,1333,70.2,15,0,0,0,0,0,0
2160,M17019,M,299.5,309.0,1602,46.3,214,0,0,0,0,0,0
244,L47423,L,298.0,308.2,1442,59.1,208,0,0,0,0,0,0
5870,L53049,L,301.5,311.1,2076,33.7,107,0,0,0,0,0,0
3899,M18758,M,302.1,311.1,1423,51.8,84,0,0,0,0,0,0
9648,L56827,L,299.2,310.2,1458,62.0,187,0,0,0,0,0,0
5305,L52484,L,303.9,313.1,1425,64.3,203,0,0,0,0,0,0
259,L47438,L,298.1,308.2,1482,52.9,21,0,0,0,0,0,0
2855,L50034,L,300.5,309.3,1470,55.8,223,0,0,0,0,0,0
4348,H33761,H,301.9,309.8,1724,42.5,130,0,0,0,0,0,0
859,M15718,M,296.2,307.0,1516,52.6,29,0,0,0,0,0,0
2077,L49256,L,299.4,309.3,1544,51.0,201,0,0,0,0,0,0
6898,L54077,L,301.0,311.6,1352,78.5,147,0,0,0,0,0,0
8620,H38033,H,297.6,308.6,1480,54.8,23,0,0,0,0,0,0
1863,L49042,L,297.9,307.7,1517,59.4,71,0,0,0,0,0,0
1042,L48221,L,296.6,307.6,1809,40.1,90,0,0,0,0,0,0
7803,L54982,L,299.9,311.3,1429,73.2,107,0,0,0,0,0,0
7345,L54524,L,299.6,310.1,1384,64.8,15,0,0,0,0,0,0
5932,L53111,L,300.3,310.4,1336,69.4,56,0,0,0,0,0,0
8409,M23268,M,298.5,309.6,1572,48.0,131,0,0,0,0,0,0
9727,L56906,L,298.8,309.8,1557,52.2,143,0,0,0,0,0,0
1787,L48966,L,298.4,308.2,1618,48.0,65,0,0,0,0,0,0
7406,M22265,M,299.8,310.8,1530,50.2,167,0,0,0,0,0,0
8255,M23114,M,299.0,310.4,1625,52.1,135,0,0,0,0,0,0
3630,L50809,L,302.1,311.3,1415,59.1,47,0,0,0,0,0,0
8698,L55877,L,297.3,308.6,1505,63.5,22,0,0,0,0,0,0
711,M15570,M,297.5,308.7,1697,43.1,111,0,0,0,0,0,0
7203,L54382,L,300.0,309.7,1326,91.9,88,0,0,0,0,0,0
8544,M23403,M,298.5,309.4,1365,63.7,60,0,0,0,0,0,0
5159,L52338,L,304.1,313.3,1459,75.3,41,0,0,0,0,0,0
7505,L54684,L,300.4,311.8,1589,57.0,205,0,0,0,0,0,0
9854,L57033,L,298.6,309.4,1525,67.8,62,0,0,0,0,0,0
511,L47690,L,297.5,309.3,1564,52.5,24,0,0,0,0,0,0
997,M15856,M,296.3,307.2,1286,66.1,181,0,0,0,0,0,0
7848,L55027,L,300.2,311.6,1322,65.9,219,0,0,0,0,0,0
6581,L53760,L,301.3,310.4,1507,54.1,198,0,0,0,0,0,0
6985,M21844,M,300.7,311.0,1706,40.0,157,0,0,0,0,0,0
3504,L50683,L,296.7,303.8,1493,62.6,149,0,0,0,0,0,0
1769,M16628,M,298.3,307.8,1485,57.0,17,0,0,0,0,0,0
8033,L55212,L,300.8,312.0,1416,61.5,11,0,0,0,0,0,0
7268,L54447,L,300.5,310.5,1695,41.7,32,0,0,0,0,0,0
1205,L48384,L,296.9,308.0,1521,49.5,88,0,0,0,0,0,0
1324,L48503,L,298.9,310.1,1361,66.7,196,0,0,0,0,0,0
5278,L52457,L,303.5,312.9,1501,59.0,132,0,0,0,0,0,0
9967,L57146,L,298.3,307.9,1507,56.2,153,0,0,0,0,0,0
2431,M17290,M,298.9,308.2,1335,62.8,44,0,0,0,0,0,0
1077,L48256,L,296.9,307.7,1653,50.9,181,0,0,0,0,0,0
2068,L49247,L,299.7,309.6,1553,51.8,178,0,0,0,0,0,0
4506,L51685,L,302.4,310.1,1426,61.8,99,0,0,0,0,0,0
5554,L52733,L,302.5,311.9,1306,89.7,180,0,0,0,0,0,1
9288,L56467,L,298.2,308.9,1709,58.1,89,0,0,0,0,0,0
3113,M17972,M,294.8,302.1,1355,71.7,11,0,0,0,0,0,0
8985,L56164,L,297.1,307.8,1406,75.4,137,0,0,0,0,0,0
5328,M20187,M,303.5,312.7,2116,31.7,49,0,0,0,0,0,0
6241,M21100,M,301.2,310.7,1394,57.8,172,0,0,0,0,0,0
9788,H39201,H,298.6,309.5,1420,65.4,86,0,0,0,0,0,0
8693,L55872,L,297.1,308.4,1583,46.9,6,0,0,0,0,0,0
4832,L52011,L,303.5,312.0,1366,69.5,34,1,0,1,0,0,0
1940,M16799,M,298.1,307.9,1303,78.9,54,0,0,0,0,0,0
8283,M23142,M,298.9,310.7,1638,48.6,222,0,0,0,0,0,0
9920,L57099,L,298.5,308.8,1305,73.7,30,0,0,0,0,0,0
7049,L54228,L,300.6,310.4,2007,34.8,120,0,0,0,0,0,0
1625,M16484,M,297.8,307.8,1310,72.9,74,0,0,0,0,0,0
2671,L49850,L,299.8,309.4,1467,71.2,221,0,0,0,0,0,0
3394,L50573,L,301.5,310.6,1490,73.1,83,0,0,0,0,0,0
7326,L54505,L,299.9,310.4,1419,75.7,186,0,0,0,0,0,0
9034,L56213,L,297.4,308.2,1386,56.0,39,0,0,0,0,0,0
3523,L50702,L,301.8,311.0,1651,47.5,199,0,0,0,0,0,0
7047,M21906,M,300.7,310.5,1863,37.2,115,0,0,0,0,0,0
7399,M22258,M,299.7,310.7,1498,52.8,150,0,0,0,0,0,0
3744,L50923,L,302.5,311.4,1759,39.6,128,0,0,0,0,0,0
6780,M21639,M,301.3,310.8,1372,69.2,53,0,0,0,0,0,0
5554,L52733,L,302.5,311.9,1306,74.7,176,0,0,0,0,0,1
7431,M22290,M,300.0,311.4,1384,61.1,11,0,0,0,0,0,0
6533,H35946,H,301.2,310.6,1352,67.0,73,0,0,0,0,0,0
6816,L53995,L,300.9,310.7,1427,59.1,145,0,0,0,0,0,0
1558,L48737,L,298.3,308.4,1585,45.6,131,0,0,0,0,0,0
5121,M19980,M,304.2,313.6,1424,58.7,155,0,0,0,0,0,0
6993,L54172,L,300.7,311.0,1596,51.9,178,0,0,0,0,0,0
260,M15119,M,293.1,301.2,1420,78.9,23,1,0,0,1,0,0
2292,M17151,M,299.5,308.8,1886,50.9,125,0,0,0,0,0,0
4177,M19036,M,302.3,310.7,1544,54.7,145,0,0,0,0,0,0
6133,L53312,L,301.1,311.1,1429,57.5,127,0,0,0,0,0,0
2501,L49680,L,299.1,308.9,1617,47.3,227,0,0,0,0,0,0
7667,M22526,M,295.6,304.7,1424,65.8,186,0,0,0,0,0,0
7771,L54950,L,300.3,311.5,1548,47.2,29,0,0,0,0,0,0
1100,M15959,M,296.8,307.4,1472,58.9,34,0,0,0,0,0,0
8109,M22968,M,295.3,304.8,1607,48.7,203,0,0,0,0,0,0
1399,L48578,L,299.1,310.3,1472,61.6,161,0,0,0,0,0,0
5667,L52846,L,302.2,311.4,1430,68.1,31,0,0,0,0,0,0
7076,L54255,L,300.7,310.5,1536,62.4,196,0,0,0,0,0,0
1583,H30996,H,298.1,308.3,1530,57.0,188,0,0,0,0,0,0
6106,M20965,M,300.8,310.9,1522,61.2,60,0,0,0,0,0,0
2132,L49311,L,299.4,309.1,1432,60.4,141,0,0,0,0,0,0
9116,M23975,M,297.6,308.6,1444,63.2,50,0,0,0,0,0,0
983,L48162,L,296.2,306.9,1516,54.1,142,0,0,0,0,0,0
9609,M24468,M,298.9,310.1,1513,56.5,84,0,0,0,0,0,0
9202,L56381,L,297.8,308.7,1404,59.2,66,0,0,0,0,0,0
9203,L56382,L,297.8,308.8,1548,51.9,68,0,0,0,0,0,0
5401,L52580,L,302.7,312.4,1477,61.3,255,1,0,0,0,1,0
7923,L55102,L,300.7,311.9,1462,69.7,189,0,0,0,0,0,0
2003,L49182,L,298.5,308.2,1654,42.1,17,0,0,0,0,0,0
6988,L54167,L,300.7,311.1,2437,38.8,165,0,0,0,0,0,0
5794,L52973,L,301.8,311.3,1471,59.2,152,0,0,0,0,0,0
9163,M24022,M,297.6,308.6,1509,69.7,174,0,0,0,0,0,0
6930,M21789,M,301.0,311.6,1301,70.0,13,0,0,0,0,0,0
843,M15702,M,296.6,307.5,1566,50.0,205,0,0,0,0,0,0
5257,L52436,L,298.5,306.0,1393,66.6,84,0,0,0,0,0,0
6536,H35949,H,301.2,310.5,1505,68.6,80,0,0,0,0,0,0
5120,L52299,L,304.2,313.6,1411,61.0,153,0,0,0,0,0,0
5762,L52941,L,301.9,311.2,1369,64.8,70,0,0,0,0,0,0
2422,L49601,L,298.9,308.2,2384,40.0,21,0,0,0,0,0,0
9469,L56648,L,298.6,309.4,1375,70.4,149,0,0,0,0,0,0
8314,M23173,M,298.8,310.0,1484,59.9,84,0,0,0,0,0,0
3486,L50665,L,301.9,310.8,1427,62.7,96,0,0,0,0,0,0
2536,L49715,L,299.0,308.8,1495,53.4,79,0,0,0,0,0,0
9743,L56922,L,298.9,310.2,1623,67.2,185,0,0,0,0,0,0
7901,L55080,L,300.8,312.4,1825,38.8,131,0,0,0,0,0,0
3675,L50854,L,302.2,311.5,1346,67.4,161,0,0,0,0,0,0
1774,L48953,L,298.5,308.0,1384,74.5,31,0,0,0,0,0,0
5737,M20596,M,302.4,311.9,1439,51.6,216,0,0,0,0,0,0
9114,L56293,L,297.6,308.6,1744,43.5,46,0,0,0,0,0,0
6023,L53202,L,300.7,310.9,1521,54.4,65,0,0,0,0,0,0
1883,M16742,M,298.0,307.6,1581,58.4,117,0,0,0,0,0,0
5730,M20589,M,302.3,311.8,1463,60.7,199,0,0,0,0,0,0
9407,M24266,M,297.7,308.1,2189,30.6,190,0,0,0,0,0,0
3706,M18565,M,302.0,311.3,1725,42.7,27,0,0,0,0,0,0
7031,L54210,L,300.7,310.8,1772,42.3,73,0,0,0,0,0,0
9191,M24050,M,298.0,309.0,1439,53.5,38,0,0,0,0,0,0
1042,L48221,L,296.6,307.6,1809,55.1,94,0,0,0,0,0,0
804,H30217,H,296.9,307.8,1549,67.8,112,0,0,0,0,0,0
2020,M16879,M,293.7,301.5,1660,42.0,54,0,0,0,0,0,0
9506,L56685,L,299.2,310.3,1429,70.1,31,0,0,0,0,0,0
9122,L56301,L,297.3,308.3,1396,60.9,68,0,0,0,0,0,0
431,L47610,L,297.5,308.6,1596,52.1,34,0,0,0,0,0,0
696,L47875,L,297.6,309.0,1487,70.4,66,0,0,0,0,0,0
465,L47644,L,297.3,308.6,1511,65.7,128,0,0,0,0,0,0
4382,L51561,L,301.9,309.6,1446,58.2,229,0,0,0,0,0,0
1238,M16097,M,292.1,301.4,1502,52.3,185,0,0,0,0,0,0
2956,M17815,M,300.7,309.5,1439,58.8,45,0,0,0,0,0,0
4478,L51657,L,302.6,310.3,1647,49.2,18,0,0,0,0,0,0
5063,L52242,L,304.0,312.9,1313,68.9,206,0,0,0,0,0,0
5568,M20427,M,302.5,312.0,1445,69.8,4,0,0,0,0,0,0
5752,H35165,H,302.3,311.8,1475,57.8,42,0,0,0,0,0,0
101,L47280,L,298.8,308.9,1852,40.0,61,0,0,0,0,0,0
2973,M17832,M,300.6,309.4,1432,59.2,88,0,0,0,0,0,0
2348,L49527,L,299.2,308.3,1410,58.0,30,0,0,0,0,0,0
9279,H38692,H,298.2,308.8,1606,54.9,57,0,0,0,0,0,0
2051,M16910,M,299.5,309.3,1675,59.2,140,0,0,0,0,0,0
6567,L53746,L,301.3,310.6,1966,37.6,165,0,0,0,0,0,0
1141,M16000,M,296.9,307.9,1385,59.8,148,0,0,0,0,0,0
2325,L49504,L,299.3,308.8,1636,44.9,205,0,0,0,0,0,0
5457,M20316,M,303.1,312.6,1567,62.9,140,0,0,0,0,0,0
503,L47682,L,297.6,309.2,1390,58.3,225,0,0,0,0,0,0
1504,L48683,L,298.0,308.7,1771,41.2,210,0,0,0,0,0,0
8692,L55871,L,297.1,308.5,1555,51.2,4,0,0,0,0,0,0
3525,M18384,M,301.8,310.8,1365,63.2,203,0,0,0,0,0,0
6164,L53343,L,300.8,310.7,1358,63.1,202,0,0,0,0,0,0
6879,H36292,H,300.9,311.2,1518,50.0,94,0,0,0,0,0,0
2457,L49636,L,294.1,301.6,1555,51.6,108,0,0,0,0,0,0
5586,M20445,M,302.5,312.0,1642,44.1,50,0,0,0,0,0,0
2579,L49758,L,299.4,309.3,1391,61.6,189,0,0,0,0,0,0
6063,M20922,M,301.1,311.2,1407,68.0,169,0,0,0,0,0,0
5106,L52285,L,304.1,313.4,1374,71.6,119,0,0,0,0,0,0
557,L47736,L,292.5,302.4,1357,65.1,141,0,0,0,0,0,0
9300,M24159,M,298.1,308.9,1335,65.4,114,0,0,0,0,0,0
9769,L56948,L,298.6,309.6,1611,50.7,27,0,0,0,0,0,0
1392,L48571,L,298.9,310.2,2737,23.8,146,1,0,0,1,0,0
862,M15721,M,296.1,306.9,1951,38.3,42,0,0,0,0,0,0
2550,L49729,L,299.4,309.2,1489,57.3,118,0,0,0,0,0,0
542,L47721,L,297.4,309.4,1296,77.3,98,0,0,0,0,0,0
8808,M23667,M,297.4,308.6,1604,62.8,93,0,0,0,0,0,0
816,M15675,M,296.8,307.5,1516,51.7,139,0,0,0,0,0,0
8226,L55405,L,294.1,303.5,1532,51.6,66,0,0,0,0,0,0
1337,L48516,L,298.9,310.3,1583,47.6,234,0,0,0,0,0,0
4459,L51638,L,302.6,310.4,1478,62.7,193,0,0,0,0,0,0
7260,M22119,M,300.4,310.5,1500,58.0,13,0,0,0,0,0,0
8511,L55690,L,298.3,309.7,1484,74.3,181,0,0,0,0,0,0
6948,M21807,M,300.7,311.3,1562,52.1,62,0,0,0,0,0,0
7958,H37371,H,300.9,311.9,2140,31.5,47,0,0,0,0,0,0
7419,M22278,M,295.2,304.4,1427,54.7,200,0,0,0,0,0,0
2834,L50013,L,295.3,302.2,1807,41.4,173,0,0,0,0,0,0
6786,L53965,L,301.2,310.6,1389,60.3,68,0,0,0,0,0,0
4476,L51655,L,302.7,310.5,1351,56.8,14,1,0,1,0,0,0
3532,M18391,M,301.9,310.9,1641,48.2,7,0,0,0,0,0,0
8395,M23254,M,298.6,309.5,1566,53.1,93,0,0,0,0,0,0
1865,L49044,L,297.9,307.7,1546,52.6,76,0,0,0,0,0,0
5656,L52835,L,302.3,311.5,1387,62.3,6,0,0,0,0,0,0
8515,L55694,L,298.2,309.4,1447,72.1,187,0,0,0,0,0,0
1817,L48996,L,298.1,307.6,1460,61.5,147,0,0,0,0,0,0
4641,L51820,L,303.1,311.2,1435,55.1,223,0,0,0,0,0,0
4413,L51592,L,297.6,303.5,1450,58.2,72,0,0,0,0,0,0
2226,M17085,M,294.7,302.0,1465,64.0,162,0,0,0,0,0,0
9718,L56897,L,298.9,309.9,1500,59.2,119,0,0,0,0,0,0
7973,L55152,L,301.1,312.2,1397,69.9,85,0,0,0,0,0,0
8634,L55813,L,297.4,308.3,1336,68.7,65,0,0,0,0,0,0
8774,L55953,L,297.5,308.6,1585,67.6,10,0,0,0,0,0,0
5054,L52233,L,303.8,312.9,1514,49.3,184,0,0,0,0,0,0
745,L47924,L,296.7,308.1,1450,55.9,199,0,0,0,0,0,0
